0.090500,0.065300
0.219047,0.031167
0.305815,-0.002404
0.364384,-0.035423
0.403918,-0.067898
0.430603,-0.099839
0.448616,-0.131253
0.460774,-0.162151
0.468981,-0.192540
0.474521,-0.222428
0.478260,-0.251825
0.480784,-0.280738
0.482488,-0.309174
0.483638,-0.337143
0.484414,-0.364651
0.484938,-0.391706
0.485292,-0.418316
0.485531,-0.444488
0.485692,-0.470229
0.485801,-0.495546
0.485874,-0.520447
0.485924,-0.544938
0.485957,-0.569025
0.485980,-0.592716
0.485995,-0.616017
0.486005,-0.638934
0.486012,-0.661474
0.486017,-0.683643
0.486020,-0.705447
0.486022,-0.726893
0.486024,-0.747985
0.486025,-0.768730
0.486025,-0.789133
0.486026,-0.809200
0.486026,-0.828938
0.486026,-0.848350
0.486026,-0.867443
0.486026,-0.886221
0.486026,-0.904690
0.486026,-0.922855
0.486027,-0.940721
0.486027,-0.958294
0.486027,-0.975576
0.486027,-0.992575
0.486027,-1.009293
0.486027,-1.025736
0.486027,-1.041909
0.486027,-1.057815
0.486027,-1.073460
0.486027,-1.088847
0.486027,-1.103980
0.486027,-1.118865
0.486027,-1.133504
0.486027,-1.147903
0.486027,-1.162064
0.486027,-1.175992
0.486027,-1.189691
0.486027,-1.203165
0.486027,-1.216417
0.486027,-1.229450
0.486027,-1.242269
0.486027,-1.254877
0.486027,-1.267278
0.486027,-1.279474
0.486027,-1.291469
0.486027,-1.303267
0.486027,-1.314871
0.486027,-1.326284
0.486027,-1.337509
0.486027,-1.348549
0.486027,-1.359407
0.486027,-1.370087
0.486027,-1.380591
0.486027,-1.390922
0.486027,-1.401083
0.486027,-1.411076
0.486027,-1.420905
0.486027,-1.430573
0.486027,-1.440081
0.486027,-1.449432
0.486027,-1.458630
0.486027,-1.467676
0.486027,-1.476574
0.486027,-1.485324
0.486027,-1.493931
0.486027,-1.502396
0.486027,-1.510722
0.486027,-1.518911
0.486027,-1.526965
0.486027,-1.534886
0.486027,-1.542677
0.486027,-1.550340
0.486027,-1.557876
0.486027,-1.565289
0.486027,-1.572579
0.486027,-1.579750
0.486027,-1.586802
0.486027,-1.593738
0.486027,-1.600560
0.486027,-1.607270
0.486027,-1.613869
0.486027,-1.620360
0.486027,-1.626744
0.486027,-1.633023
0.486027,-1.639198
0.486027,-1.645272
0.486027,-1.651246
0.486027,-1.657121
0.486027,-1.662900
0.486027,-1.668583
0.486027,-1.674173
0.486027,-1.679671
0.486027,-1.685079
0.486027,-1.690397
0.486027,-1.695628
0.486027,-1.700773
0.486027,-1.705833
0.486027,-1.710810
0.486027,-1.715705
0.486027,-1.720519
0.486027,-1.725254
0.486027,-1.729911
0.486027,-1.734491
0.486027,-1.738996
0.486027,-1.743427
0.486027,-1.747785
0.486027,-1.752071
0.486027,-1.756287
0.486027,-1.760433
0.486027,-1.764511
0.486027,-1.768522
0.486027,-1.772467
0.486027,-1.776347
0.486027,-1.780163
0.486027,-1.783916
0.486027,-1.787607
0.486027,-1.791238
0.486027,-1.794809
0.486027,-1.798321
0.486027,-1.801775
0.486027,-1.805172
0.486027,-1.808514
0.486027,-1.811800
0.486027,-1.815033
0.486027,-1.818212
0.486027,-1.821339
0.486027,-1.824414
0.486027,-1.827439
0.486027,-1.830414
0.486027,-1.833340
0.486027,-1.836217
0.486027,-1.839048
0.486027,-1.841832
0.486027,-1.844570
0.486027,-1.847262
0.486027,-1.849911
0.486027,-1.852516
0.486027,-1.855078
0.486027,-1.857598
0.486027,-1.860076
0.486027,-1.862514
0.486027,-1.864912
0.486027,-1.867270
0.486027,-1.869589
0.486027,-1.871870
0.486027,-1.874113
0.486027,-1.876320
0.486027,-1.878490
0.486027,-1.880625
0.486027,-1.882724
0.486027,-1.884789
0.486027,-1.886820
0.486027,-1.888817
0.486027,-1.890782
0.486027,-1.892714
0.486027,-1.894614
0.486027,-1.896483
0.486027,-1.898322
0.486027,-1.900130
0.486027,-1.901908
0.486027,-1.903657
0.486027,-1.905377
0.486027,-1.907069
0.486027,-1.908733
0.486027,-1.910370
0.486027,-1.911979
0.486027,-1.913563
0.486027,-1.915120
0.486027,-1.916651
0.486027,-1.918158
0.486027,-1.919639
0.486027,-1.921096
0.486027,-1.922529
0.486027,-1.923939
0.486027,-1.925325
0.486027,-1.926689
0.486027,-1.928030
0.486027,-1.929349
0.486027,-1.930646
0.486027,-1.931922
0.486027,-1.933177
0.486027,-1.934411
0.486027,-1.935625
0.486027,-1.936819
0.486027,-1.937993
0.486027,-1.939148
0.486027,-1.940284
0.486027,-1.941402
0.486027,-1.942500
0.486027,-1.943581
0.486027,-1.944644
0.486027,-1.945690
0.486027,-1.946718
0.486027,-1.947729
0.486027,-1.948724
0.486027,-1.949702
0.486027,-1.950664
0.486027,-1.951611
0.486027,-1.952542
0.486027,-1.953457
0.486027,-1.954358
0.486027,-1.955243
0.486027,-1.956114
0.486027,-1.956971
0.486027,-1.957813
0.486027,-1.958642
0.486027,-1.959457
0.486027,-1.960259
0.486027,-1.961047
0.486027,-1.961823
0.486027,-1.962585
0.486027,-1.963335
0.486027,-1.964073
0.486027,-1.964799
0.486027,-1.965513
0.486027,-1.966215
0.486027,-1.966905
0.486027,-1.967584
0.486027,-1.968252
0.486027,-1.968909
0.486027,-1.969555
0.486027,-1.970190
0.486027,-1.970815
0.486027,-1.971430
0.486027,-1.972034
0.486027,-1.972629
0.486027,-1.973214
0.486027,-1.973789
0.486027,-1.974355
0.486027,-1.974911
0.486027,-1.975458
0.486027,-1.975996
0.486027,-1.976526
0.486027,-1.977046
0.486027,-1.977558
0.486027,-1.978062
0.486027,-1.978557
0.486027,-1.979045
0.486027,-1.979524
0.486027,-1.979995
0.486027,-1.980459
0.486027,-1.980915
0.486027,-1.981363
0.486027,-1.981804
0.486027,-1.982238
0.486027,-1.982664
0.486027,-1.983084
0.486027,-1.983497
0.486027,-1.983903
0.486027,-1.984302
0.486027,-1.984694
0.486027,-1.985081
0.486027,-1.985460
0.486027,-1.985834
0.486027,-1.986201
0.486027,-1.986563
0.486027,-1.986918
0.486027,-1.987268
0.486027,-1.987612
0.486027,-1.987950
0.486027,-1.988282
0.486027,-1.988609
0.486027,-1.988931
0.486027,-1.989248
0.486027,-1.989559
0.486027,-1.989865
0.486027,-1.990166
0.486027,-1.990462
0.486027,-1.990753
0.486027,-1.991040
0.486027,-1.991321
0.486027,-1.991599
0.486027,-1.991871
0.486027,-1.992139
0.486027,-1.992403
0.486027,-1.992662
0.486027,-1.992917
0.486027,-1.993168
0.486027,-1.993415
0.486027,-1.993657
0.486027,-1.993896
